Username,Comment
@joeironshield6027,"I was 6 at the time, my mom and dad talked about this movie that was coming out with Schwarzenegger, that morning i did my routine, brushed my teeth and my dad had the news on, and called my mom to see it, of course my mom thought it was the movie she dismissed it and i was off to school, of course when my dad said it was real my dad came by to pick me up outta school, we were under attack. That day I remember clearly, when my dad got me we heard on the radio of the south tower collapse, and when we got home i looked on the news and saw the second tower come down. I thought it was a dream it wasn't real i figured it was a realistic movie or something, of course after a few hours it set in. I'll never forget it"
@crackercookies,"Never Forget....Yet, MANY FORGOT."
@veronicafranco9424,I may have not yet been born but it still hurt even after 17 years and it won't get any easier my brother was turning 5 that day.....
@pgmreallaw,Two events are impossible for the Left to deal with: 9/11/01 and 11/9/16. 'Nuff said.
@ahmedbahaa5565,Bro Watch Your Jet Bro Watch Your Jet BRO WATCH YOUR JE--
@kittenlover9270,17 years later it is still so heartbreaking sons daughters moms dads died that day grandparents
@Spooderman6247,BUSH DID IT
@iamapenguin2179,It's so heartbreaking :(
@iamapenguin2179,Bad people attack us... Thank God I'm still alive and my family is still alive
@iamapenguin2179,People just thought it's safe but no...
@ccsballazdre,Jet Fuel can't melt steel beams
@iamapenguin2179,Many people thought it was safe but now they are scared... God thank you for at least not all people were hurt in New York but still some died... Thank you God for protecting some people
@Theguyfromarmoredcore,This is so Sad :C
@raplyrics6931,R.I.P to everyone who died in 9/1
@mortyc1374,And one of my family members died BECAUSE OF THE BAD PEOPLE WHO DID THIS Dear kaylee my sister i will always remember you R.I.P
@mortyc1374,terrafying
@mortyc1374,my teacher talked about this today..... and today september 11 2018 i will remember this day forward.......
@VVershCSIV,Are you fucks going to point out your ridiculous coverage of the events of that day and the subsequent days? Of course you won't.
@leonardonunez2918,"The evil human being in the maximum expressions. Alli me di cuenta en que mundo tan malvado estamos viviendo. Tan digna y divina que es la vida de cualquier persona creada por Dios, como para de repente, por la locura de unos cuantos terroristas, la muerte sin darnos cuenta. A partir de september 11, 2001, empece a disfrutar mis cortos dias en esta tierra, por mi, y por ellos, que no pudieron elegir vivir un dia mas o ni siquiera poder darles un ultimo beso, un abrazo a sus seres mas queridos. Sean felices todo lo que puedan, cuenten las bendiciones de Dios, E inspiren vida, ese es mi compromiso cada vez que recuerdo que triste dia vivimos como seres humanos. En el 2009 conoci por la gracia de Dios el Evangelio y despues fui entendiendo el porque de este dia....(1 Juan 3;10)"
@arturocanengues3045,Omg
@monsevargas9008,"i just want to say... rest in peace poeple on the planes :( But what caused the planes to crash?! WHAT?! this hurts me that poeple even jumped out the windows to save their lives even though they didn't.......... SOO WHAT IF IT NEVER HAPPEND?!? i just want to help the poeple in there.. poeple who lost family kids,dads,moms everyone"
@leahwanningerloveshorses5,That would be so scary
@saricabiandygermain6540,There's. People s. Who. Died and. Every. Kid. Die. Omg. There. Kid. Can. Not. Die. So. They. Save. The. People. And. There's more. Thing. To. Do. And. That.s. sad. God. We. Need. You. God . We. Love. You. If. You. Died. We. Can. Help. god. Save. Usif. There's. Help. We. Help
@heythithterth693,"I was nine when this happened and I remember sitting in my classroom when another teacher called my teacher into the hallway. When she came back in, she was visibly shaken and we kept asking her what happened but she ignored us and turned the tv onto the news. I couldn't fully comprehend what was happening, but I knew people were dying and when we found out it was intentional, I remember thinking we were being invaded or something. I legitimately thought people were going to invade the country and kill all of us. It was a scary time and it's hard to believe that all of the kids in school now only experience it through history books and documentaries. I can't believe it's already been seventeen years."
@scottduncan2308,"It doesn't matter how many times you see these images, it never gets any easier to watch and is just as gut wrenching and heartbreaking 17 years later."
@Bryan-uy9vi,Today is the anniversary
@bobdole991,I was 8
@neerajgautam12jan,I was 11 years old
@GREGG.T,Ahhh. Here they go with that fake 9-11 bullshit again. The terrorist were your own government. The goal was to get OIL and destabilize the middle east. Mission accomplished!
@carolshaw4090,"This is long but this why you need to vote in November elections. Vote for people who stand is Christian base, pro life, Constitutionist, pro business, and Make America great. Dont be fooled!!!! Paul Begley is a pastor and you can find his utubes on Begley and Q anon can tell you a lot too. According to Paul Begley YouTube around Sept 11.2018 the fake Stream news media isn't reporting the following. Russia us threatening the US the news is coming out of Moscow with Direct Assault on our troops in Syria. As it prepare to assist Pres Assad in he final push to defend the pro democracy Rebels in that country. This Pro Democracy Rebel is a loose label since they are noted to be murders, looters and thugs. Pro Assad Syrian troops supported by Iran and Russian forces have begun their assault on the last rebel Eid-lib, stronghold. This Eid-lib has about 3 million people but as the battle unfolds, Russia, Syria, Jordan region. It is in the corner of Syria, it is a small region. Russia knows there a dozen of marines there located in well established fort, fortified buildings that help locals to help freedom fighters against Assad. Bashier al assad and Pres Putin accuses US of protecting terrorist in sharing facilities less than 20 km from the Jordan zone. It is 55 km exclusive zone at that base. For years we held that territory. Putin planning to assault this area. This area is consider a neutral zone. Russia has sent the largest military arsenal since the fall of Soviet Union. Syrian describes this Russian forces Mercenaries Operating for Wagner Security Co. open to cross the Euphrates River. This is escalating read Rev 16 in the Bible. Russia is saying we crossing the Euphrates River to kill ISS. The US is saying we have that covered. This is due to the Arab Springs .since 2011 Obama destablized the Middle East by knocking out leaders like Ben Ali, Josny kabhi of Japan, Moammar Quddafi of Libya, Allyalibi la la la la of yeman. For 7 years massacre took place with Isis rising in 2014,picking up our weapons that our government that John Brenmanan left in the sand and it started Massacring s innocent civilian, be heading, butchering this includes the Muslims"
@zeke8985,Um tody is September 11th
@KevinSmith-mw1lg,"In a few hours the lie will officially be 18 years old. It is now an adult. It can vote, gamble, fight wars and get fucked."
@jamiewheatley8327,Still shocking years after
@KimmyJongUn,Plane cruising slightly lower than normal... Just slightly
@ZonerHODHC,I was on my way to school & I saw Plane hit the Second Tower. I was 5 Years old & I was on the school bus
@lennoxpilgrim7088,Time line 2000 to 2018
@treasuretrails,Seeing this on the news at 7 probably fucked me for life
@charismao23,I was six years old and in school when I heard what happened. rest in peace all.
@sideswipe8443,This was 2 weeks after I was born.
@arbitor2011,"Was the start of my senior year in high school.. I was brushing my teeth and my mom yelled at me. Automatically I thought I was in trouble. I saw the tv (old crt model) in our den and said ""Ohh man the new Spider-Man movie how awesome!!"" My mom was like ""this is no movie its real!"" My life changed the summer of the following year. Being sent to basic training to go soon after to Afghanistan.. Lost my childhood from that point on."
@josegrullon9711,Dont are the name
@josegrullon9711,Stop thinking i like u a life my self talk still u a friend off my property interes 0000
@josegrullon9711,Call 911 for public dont forget ur name and u pay ..chek is like song i was to see a dead body i was to see a dead end i was to see my body when i was my life ..not a dead
@josegrullon9711,Not ur song ..i pay for ur love to me my book was to pay ..i cant quite ur talk about person
@josegrullon9711,Ur love have hard to call me ..i am not ur song ..
@solangiawalker54,Omg hart bricking
@mateo6116,It hurts me and I was not even born
@95wild33,Sadness
@davidlopan7633,The Antichrist has arrived.
@unwanksterunwankster4572,Open boarders democrats 2020
@99morgster,My favourite part is when they come down directly vertically
@mike3891973,"Northwood Files, please look it up, we need to pull together America"
@ReveilLunaire,America must stop destroying People and Nations....in Irak and Syria !
@HacksignKT,who cares
@DESLEN,"Nice, Bushit"
@InformedCrayon2,so so so so so sad
@EclipseOfTsuki93,"9/11, a terror attack orchestrated by the American, Saudi Arabian and Israeli governments, committed by Saudi Arabians, Egyptians and a Lebanese, devised by a Saudi Arabian man living in Afghanistan and sheltered by Pakistanis. Remind me, how the fuck does Iraq have anything to do with this?"
@itascari852,inside job
@sharonerichamilton3675,"Why did planes, not jets, planes take out that much concrete and steal. How did they know so fast it was terroist"
@JRNOAPM,i just want to point out how deep up shit street cnn is. this video was posted 7 years ago and it has 51k views. trisha paytas gets that a second sticking a taco up her snatch. mainstream media is dying.
@zackn.8520,My dad died in this
@antonyd9744,Godbless
@charlesparker8849,Where was ja Rule when this was going on? I know... A serious situation... Damn... RIP y'all
@charlesparker8849,The worst day of my life... Damn...
@romeumax8344,Inside job fuck bush Controlled demolition
@kjlynch5453,"A lot of times, people can't remember when they started doing things that most people consider inconsequential or habit. I don't mean the first time you drove a car or the first time you tried alcohol. I'm talking about the first time you were able to write your name or the first time you walked your dog - things that you've been doing forever, that you know that you had to start doing at some point, but you don't remember when you started. For me, this was the very first time that I watched the news - and by watched, I mean that this was the first time I ever paid attention to the news. I remember coming home from first grade (I was six), and my oldest brother (he was eleven) was staring at the TV. My dad was in the other room (I realize now that he was trying to contact family who lived in New York). I was really curious as to what my brother was watching, and when I finally got to where I could see the TV, that was when I saw what was going on. Obviously, I didn't even know what a terrorist was at that point. My brother had asked my dad later that night why somebody would do that, so he understood that it wasn't an accident. While I was completely oblivious to the reasons behind the attacks, I still remember that it was the first time I ever felt ... it's kind of hard to describe: it's like the shock and horror that I feel now as an adult, just minus the knowledge of the motivations behind the attack."
@seanisland,It was such a beautiful day that ended I horror.
@anahi2771,"Why why will people do this many people had died for your stupid problems they lost family, friends, and love"
@dankmheems290,"These towers look like models on a movie set. But really. 2001, My page wakes me up and msg says to turn on the tv. I finish blazing and turned on the TV just to see the tower fall. It was very real believe me. People on the street witnessed people who jumped smashing into the ground. All friends got together to get messed up because we thought the world was going to end."
@derrickfinch4972,The guys at first said explosions like the plane wasn't there later same guys said they seen the plane hit hmmmm
@kylerider7125,America wake up
@immimurphy9793,"it's heart-breaking that the people of america thought that originally this was an accident. something done unintentionally by a pilot of a commercial plane. when the second plane hits, their voices start to change and they start to realise something is wrong. at 8:40 am, just 5 minutes before the first plane crashed into the south tower, the people of new york were living their lives. it was a normal day for them. little did they know that in just minutes, their lives would have been changed for good. 2,996 people were slaughtered. this day is remembered all around the world. we remember them."
@lookslikeme999,NOPE STILL FAKE / STAGED NEWS EVEN BACK THEN. BUSH MUST PAY
@markofexcellence5209,Back when CNN was actually news
@johnb203,"That baffoon Bush, ""we're gonna do everything we can to identify who's responsible"" lol yeah right !!! Just look in the mirror, or in the lounge at ye boys club ye clown"
@drewberning1237,Back before cnn was fake news #cnnisdogshit
@NazriB,"I heard that people kept screaming ""Where was Tom Cruise?"""
@donovansimon2636,"Did any of you notice how all of a sudden the footage clarity from 10 years ago has decreased? It gets more and more blurry by the ""edit."" CNN has this video uploaded 3 years ago. Why all of a sudden 8 years later they re-upload an event that has long passed. I have seen the footage of these events that show clear editing. There is footage where as the plane is flying the wing-tip happens to disappear behind a building when in fact the plan is portrayed as being in front of that building and flying past. How does that make sense? What brings me to this video and writing, is the fact that I searched all over for CNN coverage. I was having a hard time finding any footage by CNN on 9/11. Curious, I went to the CNN Youtube channel to discover the matrix of their so-called 59,058 uploaded videos that are displayed 6 wide and 176 deep. Displaying only 1056 videos before it stops allowing you to ""Load More"". So where are the other 58,000 videos that CNN supposedly has uploaded? I bet you they do not even have 499,364 ""real"" Subscribers. There is some funky stuff going on. Go try and find me footage uploaded 10 years ago by them. You cant find it. Why? Most likely because they realized there were bugs in their uploaded footage that exposed them as being apart of the exploited media. So, whats the best trick then to have Google (Already a company partnered with the government) keep upload amounts, and remove footage so that it looks like nothing has changed as the remove footage and re-upload new content 10 years later after the fact. I smell a bunch of people covering their asses."
@2001THECORTEZ,we need to do something r we just going to stand around and do nothin
@swordofisis,@AccessDenied55 what does that have to do with anything? the max speed of a 757 is 350mph!
@AccessDenied55,"@ConcealedTruism Jet Fuel heat can *WEAKEN* steel beams at the tempertures that the WTC had. WTC had disel fuel tanks and millions of feet of eletrical work Now, I do believe WTC7 was brought down by explosives, maybe because Sliverstien didnt want to pay for damaged that WTC7 had sustained Look Above Insurance on the building?"
@AccessDenied55,"@ConcealedTruism 1.B-25 was low on fuel and only going at like 160 MPH 2. 40 West Wall Street, the plane didnt damaged the main support beams 3. Belaire Apartments? Your so ignorant, your comparing a SINGLE ENGINE AIRCRAFT WITH A BOEING 767? The plane that hit the Belaire Apartments was going at 112 MPH NOT 500+ MPH WITH TONS OF FLAMMABLE GALLONS OF FUEL!"
@AccessDenied55,@ConcealedTruism No Other buildings were hit by Boeing Jetliners going at 500+ MPH :)
@AccessDenied55,"@swordofisis Well, was that T-37 going at 500+ MPH?"
@swordofisis,"@sangyuni96 it fell out of the sky! the pilot ejected...and yeah, im sure it went right through and hit the concrete foundation! plane was bye-bye! only killed two people...Jehovah's Witnesses of all coincidences! who happened to be standing in front of the building."
@sangyuni96,"planes used in 9/11 flew at its maximum speed, right into the steel frame building. RIP 9/11 casualties."
@sangyuni96,"oh yeah! of course! ofI worked on F15Ks while i was in South Korean Airforce, don't worry I'm an expert on this! My point is, if T37 crashed into a wooden building, it probably went 'through' the structure and stayed there, without actually crushing into pieces, the impact eventually reaching the gas tank. Let me ask you something, why was T37 flying that low? If you worked with the Navy Air wings, wouldn't you know there is a certain altitude limits that all military aircraft must follow ?"
@swordofisis,@sangyuni96 really? even on a smaller scale with a small wooden structure? I guess I never actually worked on F18s in the Navy either..maybe that was just a delusion too! Why dont you get a gallon of diesel and put it in a bucket and throw lit matches into it... you might be surprised as to how not HIGHLY FLAMMABLE it is!
@sangyuni96,"No, I don't watch Michael Bay films. T37 is a light trainer, it is VERY small, I've seen it up close personally myself. You're comparing that to a Boeing 757, flying full speed full of fuel jet which is HIGHLY FLAMMABLE. It only takes common sense and a brain."
@swordofisis,@sangyuni96 I think youve seen too many movies in which cars and planes explode when someone shoots a gastank or crashes...
@swordofisis,@sangyuni96 and did you know that small trainer goes a fuck lot faster than a oversea passenger liner flying at max speed...which is only 350mph? it even has ordinance on it in the form of CADS which are used to jettison ordinance (even dummy ordinance) and external fuel tanks in case of emergency.
@swordofisis,@sangyuni96 Go to walmart and buy a butane torch and try to melt a piece of steel with it! BECAUSE YOU CANT! No matter how much you use! you have to get MAP gas or oxy acetylene! How come jet fuel from that small sized trainer didnt set a wooden building on fire? It was FILLED and LOADED with JP5!
@swordofisis,@sangyuni96 Why would you have to emphasize FILLED AND LOADED? is there a difference between the two? And if you didnt already know that jetfuel is basically kerosene that only combusts under high pressure. On top of that fact the airline industry invested millions and millions to make jetfuel NOT EXPLODE in a crash because the #1 cause of death in a plane crash was being burned by jetfuel! And think of how much fuel tanks and planes use and buy from corporations owned by politicians!
@swordofisis,"@sangyuni96 What if you were the president and your family and friends were weapons dealers, oilmen, and construction and security contractors and you started wars to make yourselves rich at the expense of taxpayer dollars? Would you really give two shits if you had your own private army and the resources of a nation to watch your back? If I were getting rich off exploiting the country i'd be cool with it too; but Im not so fuck them!"
@sangyuni96,"have you had any troubles eating, sleeping or going anywhere as you please? No. This isn't China or North Korea, do not take granted of opportunities you are provided with and stop whining."
@EmergencyGear911,@sangyuni96 But the biggest is the Patriot Act! Your freedom can be taken away whenever the Government wants now!
@EmergencyGear911,"@sangyuni96 1 - Control of the world's strategic oil reserves (PNAC) 2 - High return on investment for military products (Carlyle group, Movie ""Why we fight"") 3 - A global military presence, able to reach anywhere quickly (PNAC) 4 - Control over mass media/propaganda (OUTFOXED) 5 - Ability to manipulate the public's perception to gain support (Edward Bernaise, Century of Self) 6 - Progress toward one world government (New World Order) 8 - Financial/economic slavery (Zeitgeist Addendum)"
@sangyuni96,"you're comparing a small sized trainer aircraft with an oversea passenger liner FILLED and LOADED with jetfuel flying at max speed....yea...there is a difference.. If you're going to bring up 9.11 controversy bullshit, I will ask you one thing. What did US gain from 9.11? Besides spending millions of dollars on wars that are not going anywhere"
@swordofisis,A fucking T-37 slammed into an apartment complex building behind my old high school 15 years ago and it didnt even catch fire to the place....it didnt knock it down...and it is still there today because they just fixed it...and it is a wood frame structure!
@gettinmonee,How did building 7 fall again?
